Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Lab,Certificate #,Treatment,PriceCarat,FancyColor,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Comment,Country,State,City,Is Matched Pair Separable,Pair Stock #,Allow RapLink Feed,Parcel Stones,Certificate Filename,Diamond Image,3D File,Trade Show,Member Comment,alibabaPrice,ExportToAlibaba
241-2A,G,RBC,1.01,M,SI2,EX,EX,EX,N,N,6.43*6.39*3.99,GIA,7356137445,,1344.000,,,,62.20,59.00,STK,,4.00,Faceted,NONE,,14.00,34.00,44.50,41.60,GIA 7356137445,Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
212-99A,G,OV,1.20,M,SI1,VG,EX,VG,N,N,7.63*5.87*3.76,GIA,1348477935,,1095.000,,,,64.00,60.00,VTN to VTK,,,Faceted,NONE,,,,,,GIA 1348477935,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-102A,G,RBC,0.38,H,VS2,VG,EX,EX,S,BLUE,4.63*4.60*2.90,GIA,7353517066,,981.000,,,,62.90,56.00,MED to STK,,4.00,Faceted,NON,,15.50,35.00,43.50,41.20,GIA 7353517066 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
235-101A,G,RBC,0.50,L,VS2,VG,EX,VG,S,BLUE,5.02*4.96*3.18,GIA,6355055778,,888.250,,,,63.80,61.00,VTN to THK,,5.00,Faceted,NONE,,14.00,35.50,44.50,41.80,GIA 6355055778,,INDIA,,HONG KONG,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
236-97A,G,OV,0.50,D,VS2,VG,EX,VG,F,N,5.91*4.44*2.83,GIA,6351376957,,1470.000,,,,63.70,58.00,STK to VTK,,,Faceted,NON,,,,,,GIA 6351376957,,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-133D,G,OV,0.30,E,SI2,VG,EX,G,N,N,5.01*3.85*2.45,GIA,1343877380,,724.500,,,,63.60,54.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 1343877380,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-84A,G,RBC,0.70,M,VVS1,EX,EX,EX,F,N,5.66*5.62*3.58,GIA,2354175305,,1104.000,,,,63.40,57.00,MED to STK,,3.50,Faceted,NONE,,16.00,36.50,43.50,41.20,GIA 2354175305,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
224-32A,M,OV,2.01,J,I1,EX,EX,VG,F,N,9.84*7.03*4.42,GIA,6342790282,,2697.750,,,,62.90,59.00,VTN to VTK,,,Faceted,NONE,,,,,,,"Clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-49A,G,OV,1.00,F,SI2,VG,EX,VG,N,N,7.95*5.78*3.44,GIA,2347897961,,2162.000,,,,59.50,56.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 2347897961,Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-24A,G,RBC,1.21,M,VS1,EX,EX,EX,M,BLUE,6.81*6.77*4.25,GIA,6355448927,,2183.650,,,,62.60,59.00,STK,,4.00,Faceted,NON,,14.00,34.00,44.50,41.80,GIA 6355448927 ,Additional pinpoints are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-202A,G,OV,0.60,I,SI1,G,EX,G,M,BLUE,6.29*4.41*2.89,GIA,2344719606,,891.000,,,,65.50,57.00,STK to ETK,,,Faceted,NONE,,,,,,GIA 2344719606,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
0119-33,G,RBC,1.00,D,SI2,G,VG,VG,M,N,6.25*6.19*4.04,GIA,2347219292,,2697.500,,,,65.00,59.00,,,,,,,15.00,,44.50,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-35A,G,OV,1.01,D,SI2,VG,VG,VG,N,N,7.27*5.58*3.66,IGI,425073417,,2218.500,,,,65.60,58.00,Slightly Thick To Thick (Faceted) ,,6.00,,Pointed,,18.00,41.50,41.50,39.20,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-15B,G,RBC,0.50,H,SI2,EX,EX,EX,F,N,5.19*5.16*3.04,GIA,6352537178,,1492.700,,,,58.70,61.00,MED to STK,,3.50,Faceted,NON,,12.50,32.50,43.00,40.80,GIA 6352537178,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-79A,G,EM,0.50,D,I1,EX,EX,VG,N,N,5.43*3.87*2.49,GIA,2344863031,,824.500,,,,64.30,60.00,THK,,,Faceted,NONE,,,,,,GIA 2344863031,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
209-228A,G,CU,1.50,M,I1,EX,EX,VG,N,N,6.52*6.09*4.20,GIA,1348515988,,2196.000,yellow,,,69.00,59.00,VTK to ETK,,,Faceted,NONE,,,,,,GIA 1348515988,"Additional clouds, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
205-94A,G,OV,1.80,J,SI2,VG,VG,,M,N,9.40*7.21*4.08,IGI,407934791,,2332.000,,,,56.60,58.00,Thin To Thick (Faceted) ,,3.50,Faceted,Pointed,,13.50,34.60,40.00,38.20,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
231-256A,G,PR,0.32,F,VVS2,EX,EX,VG,N,N,3.67*3.65*2.69,GIA,1347985787,,935.000,,,,73.50,72.00,STK to THK,,,Faceted,NONE,,,,,,GIA 1347985787,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-297A,G,RBC,0.32,M,VVS2,EX,EX,EX,F,N,4.46*4.43*2.70,GIA,6355097350,,598.000,,,,60.70,61.00,MED to STK,,3.50,Faceted,NONE,,12.50,33.00,44.50,41.80,GIA 6355097350,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-14,G,RBC,1.00,I,I1,VG,VG,G,N,N,6.26*6.17*4.01,GIA,6342255914,,2351.250,,,,64.60,57.00,STK to THK,,,Faceted,,,16.50,,43.00,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-178A,G,RBC,0.70,M,SI1,EX,EX,EX,M,BLUE,5.70*5.68*3.53,GIA,2346985866,,888.250,,,,62.10,56.00,THN to MED,,3.50,Faceted,NONE,,15.50,36.00,43.00,40.80,GIA 2346985866,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-308A,G,RBC,0.36,M,VS1,EX,EX,EX,N,N,4.52*4.51*2.85,GIA,7356097376,,648.000,,,,63.00,55.00,MED to STK,,4.00,Faceted,NONE,,16.00,35.00,43.00,40.80,GIA 7356097376,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
242-16A,G,RBC,2.00,H,SI2,EX,EX,VG,N,N,7.97*8.08*4.93,IGI,414079631,,3735.000,,,,61.20,60.00,Medium To Slightly Thick (Faceted) ,,3.90,,Pointed,,14.50,35.50,43.00,40.80,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
219-213A,G,OV,0.50,M,SI2,VG,VG,VG,S,BLUE,6.02*4.45*2.78,GIA,7346496873,,387.000,W-X,,,62.50,59.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 7346496873,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
228-290A,G,OV,0.50,G,SI2,G,VG,G,M,BLUE,5.55*4.32*2.75,GIA,6342955524,,945.250,,,,63.70,56.00,VTK to ETK,,,Faceted,NONE,,,,,,GIA 6342955524,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-20A,G,OV,0.99,I,SI2,VG,VG,VG,M,N,7.59*5.70*3.57,IGI,425073448,,1650.000,,,,62.60,59.50,Medium To Thick (Faceted) ,,4.90,,Pointed,,12.00,32.60,45.50,41.90,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-6A,G,RBC,1.00,I,SI2,EX,EX,VG,N,N,6.38*6.41*3.99,IGI,425073441,,2082.500,,,,62.40,55.00,Medium (Faceted) ,,3.40,,Pointed,,16.50,35.80,42.50,40.60,,IDEAL CUT ROUND BRILLIANT,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-14A,G,RBC,0.51,L,SI2,EX,EX,EX,N,N,5.16*5.14*3.13,GIA,2356230197,,870.000,,,,60.70,60.00,MED to STK,,4.00,Faceted,NONE,,13.00,33.00,44.00,41.40,GIA 2356230197,,INDIA,,HONG KONG,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
205-21B,G,RBC,1.04,G,SI2,EX,EX,VG,F,N,6.55*6.58*3.91,IGI,407914616,,2170.000,,,,59.50,61.00,Medium (Faceted) ,,3.30,Faceted,Pointed,,13.50,34.30,43.00,40.70,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-22B,G,RBC,0.59,G,VS2,EX,EX,EX,S,BLUE,5.50*5.46*3.28,GIA,2356536279,,1914.000,,,,59.80,62.00,THN to MED,,3.00,Faceted,NON,,12.50,33.00,44.50,41.60,GIA 2356536279,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-10A,G,EM,1.01,G,SI1,EX,EX,VG,F,N,6.43*4.87*3.35,GIA,2354518693,,2332.000,,,,68.90,61.00,MED to STK,,,,NON,,,,,,GIA 2354518693 ,Pinpoints are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-46A,G,RBC,1.00,L,SI1,VG,EX,VG,N,N,6.27*6.20*4.03,GIA,1348999807,,1732.500,,,,64.60,56.00,THK,,5.00,Faceted,NONE,,16.50,37.00,43.00,40.60,GIA 1348999807,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
208-115A,G,PB,1.50,M,I2,VG,EX,G,S,YELLOW,10.60*6.47*3.63,GIA,1337971073,,5592.000,GREEN,,,56.10,67.00,STK to ETK,,,Faceted,NONE,,,,,,GIA 1337971073,"The color of this stone changes temporarily when gently heated, or when left in darkness for a period of time and is known in the trade as """"CHAMELEON"""". Additional pinpoints are not shown.",INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-GREEN, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-18E,G,PB,0.40,J,VS1,EX,EX,VG,N,N,6.73*3.97*2.53,GIA,6355603113,,735.000,,,,63.70,60.00,STK to VTK,,,Faceted,NON,,,,,,GIA 6355603113,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-75A,G,RBC,0.37,F,VVS1,EX,EX,EX,N,N,4.67*4.64*2.79,GIA,2347976882,,2018.750,,,,59.80,61.00,MED to STK,,3.50,Faceted,NONE,,13.00,33.50,43.50,41.00,GIA 2347976882,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-45A,M,RBC,1.00,L,SI1,G,EX,VG,F,N,6.16*6.11*4.08,GIA,2356518087,,1828.750,,,,66.50,55.00,THK to VTK,,6.00,Faceted,NON,,18.50,39.00,42.00,40.00,GIA 2356518087 ,"Additional twinning wisps, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
241-22A,G,RBC,0.80,M,SI1,EX,EX,EX,N,N,5.93*5.91*3.71,GIA,3355284343,,1125.750,,,,62.60,55.00,MED to STK,,3.50,Faceted,NON,,16.50,36.00,42.50,40.60,GIA 3355284343,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-32A,G,RBC,1.00,F,I1,EX,EX,EX,F,N,6.43*6.38*3.95,GIA,2356539413,,2460.000,,,,61.60,61.00,MED to STK,,4.00,Faceted,NON,,13.00,34.00,44.50,41.60,,"Additional clouds, pinpoints and surface graining are not shown.",INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-52A,G,PB,0.50,M,VS1,G,VG,G,N,N,6.91*4.37*2.63,GIA,7353215003,,594.000,,,,60.10,55.00,6.91,,,4.37,2.63,,,,,,GIA 7353215003,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-33A,G,RBC,1.00,F,SI2,VG,EX,EX,N,N,6.25*6.23*4.05,GIA,6345795146,,2655.000,,,,64.90,55.00,MED to THK,,5.50,Faceted,NONE,,15.50,34.50,44.00,41.20,GIA 6345795146,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-115A,G,RBC,0.33,H,VVS1,EX,EX,EX,N,N,4.53*4.50*2.72,GIA,2358589016,,1305.150,,,,60.40,60.00,MED,,3.50,Faceted,NON,,13.00,32.50,44.50,41.80,GIA 2358589016 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
225-104A,G,RBC,0.30,M,VS1,EX,EX,EX,N,N,4.38*4.37*2.65,GIA,1358001321,,708.000,,,,60.60,58.00,MED,,,Faceted,NON,,,,,,GIA 1358001321,Surface graining is not shown.,INDIA,,HONG KONG,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-1C,G,PB,0.30,F,VVS1,EX,EX,VG,N,N,6.21*3.79*2.23,GIA,6352569761,,1163.750,,,,58.80,65.00,MED to THK,,,Faceted,NON,,,,,,GIA 6352569761 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-18A,G,PR,1.12,H,I1,EX,EX,VG,N,N,5.73*5.62*4.02,GIA,6355512008,,1593.000,,,,71.50,72.00,MED to STK,,,,NON,,,,,,,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-72A,G,OV,1.00,G,VS2,VG,EX,G,S,BLUE,7.88*5.67*3.48,GIA,5353609164,,3089.830,,,,61.40,59.00,MED to THK,,,F,NON,,,,,,GIA 5353609164,"Clouds, pinpoints, internal graining and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-57A,G,RBC,0.96,G,SI2,VG,EX,VG,M,N,6.24*6.31*3.87,IGI,432008614,,1771.000,,,,61.70,62.00,Slightly Thick To Thick (Faceted) ,,5.10,,Pointed,,12.00,32.40,44.50,41.70,,N/A,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
224-15A,G,OV,1.20,L,SI1,EX,EX,VG,F,N,8.38*6.24*3.67,GIA,7341874091,,1434.000,,,,58.90,60.00,THN to STK,,,Faceted,NONE,,,,,,GIA 7341874091,"Additional twinning wisps, clouds and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1875-19,G,RBC,1.05,L,VS2,EX,EX,EX,N,N,6.58*6.55*3.98,IGI,414080660,,2090.000,,,,60.60,59.00,MED to MED,,,Faceted,,,13.50,33.20,43.50,41.10,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
215-373A,G,RBC,0.96,H,SI2,EX,EX,EX,S,BLUE,6.38*6.34*3.87,GIA,1349568702,,2357.500,,,,60.80,61.00,THN to MED,,3.50,Faceted,NONE,,13.50,35.00,43.50,41.00,GIA 1349568702,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,NEW YORK,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
227-161E,G,PB,0.30,I,SI1,EX,EX,VG,F,N,5.96*3.81*2.25,GIA,5346889225,,550.000,,,,59.10,59.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 5346889225,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
239-111A,G,RBC,0.70,L,SI2,VG,EX,VG,M,BLUE,5.56*5.49*3.58,GIA,2358536387,,997.500,,,,64.80,56.00,MED to THK,,5.00,Faceted,NON,,17.50,38.00,42.50,40.40,GIA 2358536387,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
1219-13,G,RBC,1.01,D,SI2,G,VG,F,N,N,6.33*6.24*4.01,GIA,7346254630,,2811.250,,,,63.70,60.00,,,,,,,14.00,,44.00,,,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-7A,G,RBC,1.00,M,SI1,VG,EX,VG,F,N,6.26*6.20*3.99,GIA,7358447904,,1916.800,,,,64.20,56.00,THN to THK,,5.50,Faceted,NON,,17.00,38.00,41.50,39.80,GIA 7358447904 ,Additional clouds are not shown. Pinpoints are not shown.,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
243-19C,M,OV,0.70,J,VS2,VG,EX,G,F,N,7.20*4.82*2.99,GIA,2358361016,,1386.000,,,,62.10,63.00,MED to VTK,,,Faceted,NON,,,,,,GIA 2358361016,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
221-230A,G,OV,0.38,J,SI1,VG,EX,VG,N,N,5.34*4.04*2.56,GIA,1349693551,,542.250,,,,63.30,61.00,THK to VTK,,,Faceted,NONE,,,,,,GIA 1349693551,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
234-170A,G,RBC,0.70,M,SI1,VG,EX,VG,F,N,5.82*5.74*3.43,GIA,7341766669,,779.000,,,,59.40,65.00,THN to MED,,3.50,Faceted,NONE,,12.00,34.50,44.00,41.40,GIA 7341766669,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-112A,G,RBC,1.00,M,SI2,G,VG,VG,N,N,6.15*6.20*3.85,IGI,407973588,,875.000,"Q,VLB",,,62.30,65.00,Very Thick (Faceted) ,,7.80,Faceted,Pointed,,13.50,37.90,41.00,39.50,,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
246-86A,M,OV,0.70,H,SI2,VG,EX,VG,F,N,6.70*4.98*3.23,GIA,7356630364,,1488.000,,,,64.90,58.00,THN to THK,,,Faceted,NON,,,,,,GIA 7356630364,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
244-40B,G,HT,0.33,I,IF,EX,EX,VG,F,N,4.42*4.80*2.73,GIA,6352569035,,1325.550,,,,57.00,56.00,MED to THK,,,Faceted,NON,,,,,,GIA 6352569035 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-126A,G,RBC,0.35,G,SI1,EX,EX,EX,M,BLUE,4.50*4.47*2.82,GIA,2354258826,,933.300,,,,62.90,57.00,4.5,,3.50,4.47,2.82,,16.00,36.50,43.50,41.00,GIA 2354258826,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-103A,M,OV,0.70,H,SI2,EX,EX,VG,F,N,7.21*4.96*2.95,GIA,6352569776,,1512.000,,,,59.50,59.00,VTN to THK,,,Faceted,NON,,,,,,GIA 6352569776 ,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-76A,G,OV,1.00,M,SI2,VG,EX,VG,N,N,7.51*5.63*3.45,GIA,5346459280,,722.000,"W-X,LB",,,61.30,57.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 5346459280,"Clouds, pinpoints and internal graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
245-54A,G,OV,1.00,I,I1,VG,VG,VG,S,BLUE,8.09*5.44*3.47,GIA,5353512074,,1756.250,,,,63.80,54.00,STK to VTK,,,Faceted,NON,,,,,,,"Additional twinning wisps, pinpoints and surface graining are not shown.",INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
237-231A,G,RBC,0.30,E,SI2,EX,EX,EX,M,BLUE,4.35*4.33*2.60,GIA,1353588906,,896.000,,,,59.90,59.00,MED to STK,,3.50,Faceted,NON,,13.50,33.00,43.00,40.80,GIA 1353588906,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
229-211A,G,OV,0.40,K,VS2,VG,EX,VG,F,N,5.82*4.13*2.50,GIA,2347985804,,616.000,,,,60.40,57.00,STK to THK,,,Faceted,NONE,,,,,,GIA 2347985804,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
217-111A,G,CU,1.30,M,VVS2,VG,EX,G,F,N,6.33*6.05*3.88,GIA,5346543667,,1056.000,yellow,,,64.20,62.00,MED to VTK,,,Faceted,NONE,,,,,,GIA 5346543667,,INDIA,,MUMBAI,,,,,,,,,"GIA Color Is:-yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
222-265A,G,OV,0.40,J,VS2,EX,EX,VG,F,N,5.57*4.20*2.63,GIA,2346738296,,754.000,,,,62.60,59.00,STK to VTK,,,Faceted,NONE,,,,,,GIA 2346738296,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
223-18B,G,PR,0.42,J,VS1,EX,EX,VG,N,N,4.19*4.17*2.97,GIA,2347410130,,784.000,,,,71.30,70.00,THN to THK,,,Faceted,NONE,,,,,,GIA 2347410130,,INDIA,,MUMBAI,,,,,,,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,
