Stock No,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Lab,Certificate Number,Price Per Carat,Rapnet  Discount,Depth,Table,GirdleThin,GirdleThick,GirdlePercent,GirdleCondition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Star Length,Lower Half,Laser Inscription,Key to symbols,City,State,Country,Shade,MeasLength,MeasWidth,MeasDepth,Ratio,Treatment,Black Inclusion,White Inclusion,Open Inclusion,Milky,Heart and Arrow,Eye Clean,Comment,Member Comment,Supplier Comment,Trade Show No,Pair Stock #,Diamond Image,Certificate Image,Video Link,H & A Image,Plotting Image
221-472A,G,RBC,0.50,M,VS1,VG,EX,VG,N,N,4.96*4.91*3.18,,,,GIA,2346766180,736.000,-54.000,64.30,58.00,,,5.50,Faceted,NONE,,16.50,38.00,42.50,40.40,50,,GIA 2346766180,"Crystal, Feather, Needle, Pinpoint",MUMBAI,,INDIA,White,4.96,4.91,3.18,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
SD-072010,G,RBC,1.50,H,SI2,VG,EX,VG,F,,7.11*7.20*4.57,,,,IGI,436048432,3183.660,-53.860,63.90,56.00,,,,0,0,,16.50,37.00,42.00,40.10,,,,,NEW YORK,,INDIA,White,7.11,7.20,4.57,1.01,,TABLE BLACK 1 ,WHITE TABLE 1,TABLE OPEN 0,None,0,MINOR,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-10B,G,RBC,0.35,F,SI1,EX,EX,EX,F,N,4.53*4.50*2.81,,,,GIA,1355516248,1134.000,-37.000,62.20,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.00,40.80,50,,GIA 1355516248,Crystal,MUMBAI,,INDIA,White,4.53,4.50,2.81,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
DSRD-9,G,RBC,0.96,F,SI2,VG,VG,G,M,,6.22*6.05*3.95,,,,IGI,432026620,2063.300,-56.100,64.20,57.00,,,,0,Pointed,,16.00,36.00,43.00,40.80,,,,,MUMBAI,,INDIA,White,6.22,6.05,3.95,0.97,,NONE VISIBLE  ,WHITE TABLE 1,NONE VISIBLE,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
222-181B,G,PR,0.30,E,SI2,EX,VG,VG,N,N,3.79*3.73*2.71,,,,GIA,7348766434,689.500,-50.750,72.70,69.00,,,,Faceted,NONE,,,,,,,,GIA 7348766434,"Feather, Crystal",MUMBAI,,INDIA,White,3.79,3.73,2.71,0.98,,TABLE BLACK 2,WHITE TABLE 2,TABLE OPEN 2,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
2986-6,G,RBC,0.90,E,VS1,EX,EX,VG,N,N,6.17*6.13*3.83,,,,GIA,5336057239,4140.000,-42.500,62.40,58.00,,,,,,,15.50,,43.00,,,,,"Cloud, Indented Natural, Needle",MUMBAI,,INDIA,White,6.17,6.13,3.83,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
235-41A,G,RBC,0.61,D,VVS1,EX,EX,EX,M,BLUE,5.42*5.38*3.36,,,,GIA,2356068032,3882.250,-26.750,62.30,59.00,,,4.00,Faceted,NONE,,15.00,36.00,43.50,41.00,50,,GIA 2356068032,"Internal Graining, Feather, Indented Natural",MUMBAI,,INDIA,White,5.42,5.38,3.36,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
215-10A,G,PB,0.40,G,SI2,VG,EX,VG,N,N,6.19*4.07*2.56,,,,GIA,1347308156,875.000,-37.500,63.00,61.00,,,,Faceted,NONE,,,,,,,,GIA 1347308156,Feather,MUMBAI,,INDIA,White,6.19,4.07,2.56,0.66,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
217-62A,G,PB,0.70,K,SI1,VG,EX,G,N,N,7.69*4.76*2.98,,,,GIA,2344462384,900.000,-43.750,62.70,58.00,,,,Faceted,NONE,,,,,,,,GIA 2344462384,"Feather, Cavity",NEW YORK,,INDIA,BROWN,7.69,4.76,2.98,0.62,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
222-491B,G,MQ,0.29,G,VVS1,EX,EX,G,N,N,6.36*3.65*2.16,,,,GIA,2346863046,853.650,-32.250,59.30,58.00,,,,Faceted,NONE,,,,,,,,GIA 2346863046,Feather,MUMBAI,,INDIA,White,6.36,3.65,2.16,0.57,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
243-7B,G,MQ,0.40,J,SI2,VG,VG,G,N,N,8.04*3.84*2.24,,,,GIA,2356569855,594.000,-46.000,58.40,52.00,,,,Faceted,NON,,,,,,,,GIA 2356569855,Feather,MUMBAI,,INDIA,BROWN,8.04,3.84,2.24,0.48,,TABLE BLACK 1,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
7217-21,G,RBC,0.71,D,SI2,VG,EX,EX,N,,5.60*5.57*3.59,,,,GIA,5353741892,2146.000,-42.000,64.20,58.00,,,,Faceted,0,,0.17,,0.43,,,,,,MUMBAI,,INDIA,White,5.60,5.57,3.59,0.99,,TABLE BLACK 1,NONE VISIBLE,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-43A,G,RBC,1.30,J,SI2,EX,EX,EX,F,N,6.95*6.90*4.36,,,,GIA,1355661565,3015.000,-33.000,63.00,56.00,,,4.00,Faceted,NON,,15.50,35.00,43.50,41.00,50,,GIA 1355661565,"Crystal, Feather, Cloud, Indented Natural, Cavity, Needle, Natural",MUMBAI,,INDIA,BROWN,6.95,6.90,4.36,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MEDIUM,"Additional clouds, pinpoints, internal graining and surface graining are not shown.","WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
244-23A,G,RBC,0.59,H,VVS1,EX,EX,EX,N,N,5.36*5.33*3.36,,,,GIA,2354535096,2192.750,-37.350,62.90,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.00,50,,GIA 2354535096,"Cloud, Pinpoint, Feather",MUMBAI,,INDIA,BROWN,5.36,5.33,3.36,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
222-311A,G,MQ,0.30,I,VS1,EX,EX,VG,N,N,6.47*3.65*2.23,,,,GIA,2348863049,600.000,-50.000,61.20,55.00,,,,Faceted,NONE,,,,,,,,GIA 2348863049,"Cavity, Indented Natural, Etch Channel",MUMBAI,,INDIA,BROWN,6.47,3.65,2.23,0.56,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
231-226A,G,OV,0.30,I,VS2,G,EX,G,F,N,4.92*3.67*2.38,,,,GIA,1359346497,777.000,-35.250,64.80,54.00,,,,Faceted,NON,,,,,,,,GIA 1359346497,Crystal,MUMBAI,,INDIA,White,4.92,3.67,2.38,0.75,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-66A,G,RBC,0.50,K,SI2,VG,EX,VG,N,N,5.09*5.03*3.09,,,,GIA,1358645425,956.700,-46.850,61.10,60.00,,,5.00,Faceted,NON,,13.50,34.00,43.00,40.80,55,,GIA 1358645425,"Feather, Crystal, Cavity",MUMBAI,,INDIA,White,5.09,5.03,3.09,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 2,None,NEW YORK,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-72A,G,MQ,0.40,D,VVS2,EX,EX,VG,F,N,7.77*3.76*2.24,,,,GIA,6352645163,1436.500,-44.750,59.50,58.00,,,,Faceted,NON,,,,,,,,GIA 6352645163,"Pinpoint, Feather, Indented Natural",MUMBAI,,INDIA,White,7.77,3.76,2.24,0.48,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-60A,G,EM,0.70,D,VVS2,EX,EX,VG,N,N,6.35*4.24*2.80,,,,GIA,5356622453,2530.000,-45.000,66.10,64.00,,,,,NON,,,,,,,,GIA 5356622453,Feather,MUMBAI,,INDIA,White,6.35,4.24,2.80,0.67,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
243-6E,G,PB,0.50,L,VS2,EX,EX,VG,N,N,6.93*4.44*2.75,,,,GIA,1355214671,630.000,-47.500,62.00,60.00,,,,Faceted,NONE,,,,,,,,GIA 1355214671,Feather,MUMBAI,,INDIA,BROWN,6.93,4.44,2.75,0.64,,TABLE BLACK 0 ,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
220-290A,G,PB,0.31,J,VVS1,EX,EX,VG,N,N,5.78*3.81*2.36,,,,GIA,2346738422,642.000,-46.500,62.00,60.00,,,,Faceted,NONE,,,,,,,,GIA 2346738422,Feather,MUMBAI,,INDIA,White,5.78,3.81,2.36,0.66,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
225-146A,G,OV,0.69,K,SI2,VG,EX,VG,F,N,6.97*4.78*3.03,,,,GIA,1358016057,669.000,-44.250,63.50,59.00,,,,Faceted,NONE,,,,,,,,GIA 1358016057,Feather,MUMBAI,,INDIA,White,6.97,4.78,3.03,0.69,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
211-228A,G,RBC,1.20,F,SI2,VG,EX,EX,M,N,6.65*6.70*4.27,,,,IGI,407973591,2212.500,-62.500,64.10,56.00,,,4.50,Faceted,Pointed,,17.00,38.10,42.50,40.40,,,,,NEW YORK,,INDIA,White,6.65,6.70,4.27,1.01,,TABLE BLACK 2,WHITE TABLE 2,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
246-12A,G,EM,1.00,G,SI2,VG,EX,VG,F,N,7.47*4.58*2.94,,,,GIA,5356518779,1856.250,-58.750,64.10,62.00,,,,,NON,,,,,,,,GIA 5356518779 ,"Twinning Wisp, Crystal, Cloud, Needle, Indented Natural",NEW YORK,,INDIA,White,7.47,4.58,2.94,0.61,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 0,None,NEW YORK,MINOR,"Additional twinning wisps, additional clouds, pinpoints and surface graining are not shown.","WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-48A,G,OV,0.71,K,SI1,EX,EX,VG,M,BLUE,6.92*4.91*3.16,,,,GIA,1359528582,888.000,-44.500,64.40,59.00,,,,Faceted,NON,,,,,,,,GIA 1359528582 ,"Crystal, Feather, Cloud",NEW YORK,,INDIA,White,6.92,4.91,3.16,0.71,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
243-21C,G,MQ,0.41,D,IF,EX,EX,VG,N,N,7.29*4.00*2.35,,,,GIA,5356203557,1888.000,-41.000,58.80,59.00,,,,Faceted,NON,,,,,,,,GIA 5356203557 ,Minor Details of Polish,MUMBAI,,INDIA,White,7.29,4.00,2.35,0.55,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
241-1A,G,RBC,0.60,M,SI1,EX,EX,EX,N,N,5.44*5.41*3.34,,,,GIA,2356230246,798.000,-43.000,61.50,60.00,,,4.00,Faceted,NONE,,12.50,32.50,44.50,41.80,50,,GIA 2356230246 ,Feather,MUMBAI,,INDIA,White,5.44,5.41,3.34,0.99,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-84A,G,RBC,1.00,I,SI2,G,VG,VG,F,N,6.28*6.35*3.85,,,,IGI,432029814,1911.000,-61.000,61.00,60.00,,,6.20,,Pointed,,13.50,33.90,41.00,39.60,,,,,NEW YORK,,INDIA,White,6.28,6.35,3.85,1.01,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 1,None,NEW YORK,MINOR,N/A,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-108A,G,PR,1.20,J,SI2,VG,EX,VG,F,N,5.85*5.68*4.27,,,,GIA,7353288185,1632.000,-49.000,75.20,71.00,,,,,NON,,,,,,,,GIA 7353288185 ,"Feather, Crystal, Cavity, Needle, Natural",NEW YORK,,INDIA,White,5.85,5.68,4.27,0.97,,TABLE BLACK 2,WHITE TABLE 2,TABLE OPEN 1,None,NEW YORK,MEDIUM,Clouds are not shown. Pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
222-335A,G,MQ,0.30,F,VVS1,EX,EX,VG,N,N,6.90*3.58*2.09,,,,GIA,5346890483,1290.100,-32.100,58.40,56.00,,,,Faceted,NONE,,,,,,,,GIA 5346890483,"Feather, Surface Graining",MUMBAI,,INDIA,White,6.90,3.58,2.09,0.52,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
234-131A,G,RBC,0.70,M,VS1,VG,VG,VG,N,N,5.83*5.82*3.39,,,,GIA,7346643675,871.500,-58.500,58.10,65.00,,,3.50,Faceted,NONE,,11.00,32.50,43.50,41.00,60,,GIA 7346643675,Feather,NEW YORK,,INDIA,White,5.83,5.82,3.39,1.00,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"GIA Color Is:-M, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-102A,G,PR,1.00,J,SI2,VG,VG,VG,M,N,5.37*5.36*3.77,,,,IGI,425073416,1248.000,-61.000,70.30,70.50,,,3.40,,Pointed,,15.00,52.10,52.50,36.30,,,,,NEW YORK,,INDIA,White,5.37,5.36,3.77,1.00,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 1,None,NEW YORK,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
237-138A,G,RBC,0.31,E,VVS2,EX,EX,EX,M,BLUE,4.41*4.39*2.67,,,,GIA,6351622783,1387.500,-44.500,60.80,59.00,,,3.50,Faceted,NON,,13.00,32.50,44.00,41.40,45,,GIA 6351622783,"Cloud, Pinpoint",MUMBAI,,INDIA,White,4.41,4.39,2.67,1.00,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
N-18,G,OV,0.70,M,SI2,EX,EX,G,N,,6.92*5.00*3.11,,,,GIA,2357748680,600.000,-50.000,62.20,62.00,,,,Faceted,Pointed,,,,,,,,,,MUMBAI,,INDIA,BROWN,6.92,5.00,3.11,0.72,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
1219-12,G,RBC,1.01,H,I2,VG,EX,VG,N,N,6.27*6.20*4.03,,,,GIA,6342255926,1958.250,-6.750,64.60,56.00,,,,,,,17.50,,42.00,,,,,"Twinning Wisp, Crystal, Cloud, Feather, Needle, Natural",MUMBAI,,INDIA,White,6.27,6.20,4.03,0.99,,NONE VISIBLE,WHITE TABLE 1,TABLE OPEN 0,None,0,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
5075-3,G,PB,0.70,I,VS1,G,VG,VG,M,BLUE,7.54*5.16*3.00,,,,GIA,5353748620,1620.000,-40.000,58.00,74.00,,,,Faceted,Pointed,,,,,,,,,,MUMBAI,,INDIA,White,7.54,5.16,3.00,0.68,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-59A,G,RBC,1.00,I,VS2,VG,EX,G,F,N,6.34*6.26*3.99,,,,GIA,6355489483,3086.600,-49.400,63.40,56.00,,,5.00,Faceted,NON,,15.00,34.00,43.50,41.20,50,,GIA 6355489483 ,"Crystal, Feather, Indented Natural, Needle, Natural, Extra Facet",MUMBAI,,INDIA,White,6.34,6.26,3.99,0.99,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 1,None,NEW YORK,SURE,Clouds are not shown. Pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
227-44B,G,PR,1.00,I,SI2,EX,VG,,N,N,5.56*5.41*3.97,,,,IGI,407914623,1159.000,-69.500,73.40,71.50,,,4.00,Faceted,Pointed,,10.00,43.50,60.00,39.80,,,,,NEW YORK,,INDIA,BROWN,5.56,5.41,3.97,0.97,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-107A,G,PR,1.00,G,SI2,VG,VG,VG,N,N,5.35*5.34*4.06,,,,IGI,425073436,1395.000,-69.000,76.00,67.00,,,2.80,,Pointed,,15.00,47.00,58.50,39.60,,,,,NEW YORK,,INDIA,White,5.35,5.34,4.06,1.00,,TABLE BLACK 2,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
215-263A,G,RBC,1.50,I,SI2,EX,EX,EX,N,N,7.35*7.40*4.48,,,,IGI,400945518,2535.750,-59.750,60.70,59.00,,,3.50,,Pointed,,14.00,35.00,43.00,40.90,,,,,NEW YORK,,INDIA,BROWN,7.35,7.40,4.48,1.01,,TABLE BLACK 2,WHITE TABLE 2,TABLE OPEN 0,None,NEW YORK,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-83A,G,PB,0.99,E,SI2,VG,G,VG,F,N,9.02*5.49*3.39,,,,IGI,425073414,2236.500,-46.750,61.70,68.00,,,3.90,,Pointed,,10.50,32.30,47.00,42.00,,,,,MUMBAI,,INDIA,White,9.02,5.49,3.39,0.61,,TABLE BLACK 0,WHITE TABLE 2,TABLE OPEN 0,None,NEW YORK,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-97A,G,PR,0.96,H,SI2,VG,VG,G,F,N,5.20*5.19*3.95,,,,IGI,425073435,1440.000,-60.000,76.10,68.50,,,4.90,,Pointed,,15.00,47.20,55.50,38.20,,,,,NEW YORK,,INDIA,White,5.20,5.19,3.95,1.00,,TABLE BLACK 1,WHITE TABLE 2,TABLE OPEN 0,None,NEW YORK,MEDIUM,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-12A,G,RBC,1.30,F,SI1,EX,EX,EX,F,N,6.94*6.88*4.35,,,,GIA,1359661589,5402.000,-26.000,62.90,56.00,,,4.00,Faceted,NON,,15.50,35.50,43.00,40.60,50,,GIA 1359661589,"Crystal, Cloud",NEW YORK,,INDIA,White,6.94,6.88,4.35,0.99,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,SURE,Additional clouds are not shown. Pinpoints are not shown.,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
243-3A,G,RBC,1.01,H,SI2,EX,EX,EX,N,N,6.38*6.42*4.01,,,,IGI,425073432,2173.000,-59.000,62.60,55.50,,,3.60,,Pointed,,16.50,36.40,42.50,40.50,,,,,NEW YORK,,INDIA,BROWN,6.38,6.42,4.01,1.01,,TABLE BLACK 1,WHITE TABLE 1,NONE VISIBLE,None,NEW YORK,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
226-12B,G,MQ,0.38,K,VS2,VG,EX,VG,N,N,7.05*3.97*2.32,,,,GIA,3345863050,432.000,-52.000,58.50,62.00,,,,Faceted,NONE,,,,,,,,GIA 3345863050,"Crystal, Feather",MUMBAI,,INDIA,BROWN,7.05,3.97,2.32,0.56,,NONE VISIBLE  ,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
245-8B,G,OV,1.00,D,SI2,VG,VG,VG,N,N,7.42*5.58*3.56,,,,IGI,425073420,2091.000,-59.000,63.80,64.50,,,6.80,,Pointed,,13.00,39.60,44.00,40.80,,,,,MUMBAI,,INDIA,White,7.42,5.58,3.56,0.75,,TABLE BLACK 0,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
227-35B,G,RBC,0.34,F,VVS1,EX,EX,EX,N,N,4.50*4.47*2.75,,,,GIA,1343827477,2015.000,-22.500,61.30,60.00,,,4.00,Faceted,NONE,,13.00,33.00,44.50,41.80,50,,GIA 1343827477,"Pinpoint, Internal Graining, Surface Graining",MUMBAI,,INDIA,,4.50,4.47,2.75,0.99,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN YES,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
3227-7B,G,RBC,0.53,E,VVS2,EX,EX,EX,S,BLUE,5.22*5.20*3.20,,,,GIA,7358743018,2231.270,-48.110,61.40,56.00,,,,Faceted,0,,0.15,,0.43,,,,,,MUMBAI,,INDIA,White,5.22,5.20,3.20,1.00,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,SURE,0,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
239-28A,G,RBC,2.01,H,SI2,VG,EX,VG,F,N,7.86*7.90*5.07,,,,IGI,425073430,3956.000,-57.000,64.40,56.50,,,5.10,,Pointed,,17.00,37.50,42.50,40.50,,,,,NEW YORK,,INDIA,White,7.86,7.90,5.07,1.01,,TABLE BLACK 2,WHITE TABLE 2,TABLE OPEN 0,None,NEW YORK,SURE,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
242-14A,G,RBC,1.01,F,SI2,EX,EX,EX,N,N,6.49*6.53*3.91,,,,IGI,425073423,2537.000,-57.000,60.10,61.00,,,3.50,,Pointed,,12.50,32.20,44.00,41.60,,,,,NEW YORK,,INDIA,White,6.49,6.53,3.91,1.01,,TABLE BLACK 1,WHITE TABLE 1,TABLE OPEN 0,None,NEW YORK,MINOR,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
221-391A,G,OV,0.40,J,SI2,VG,EX,VG,N,N,5.86*4.12*2.46,,,,GIA,7341850991,682.000,-38.000,59.80,57.00,,,,Faceted,NONE,,,,,,,,GIA 7341850991,Feather,MUMBAI,,INDIA,White,5.86,4.12,2.46,0.70,,TABLE BLACK 0,WHITE TABLE 0,TABLE OPEN 0,None,0,EYE CLEAN NO,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,,
