Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,Rapnet  Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report Filename,Diamond Image,Sarine Loupe,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
229-202A,G,R,0.30,J,VS1,F,EX,VG,F,N,4.03*3.99*2.82,No,,GIA,2346985689,,,1700.000,0.000,,,70.30,60.00,,,7.50,Faceted,NON,,17.00,40.00,46.50,42.80,GIA 2346985689,,"Feather, Pinpoint, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",55,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2346985689&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-83A,G,R,0.44,E,VVS2,EX,EX,EX,N,N,5.01*4.98*2.97,No,,GIA,2344827461,,,2656.000,-17.000,,,59.40,57.00,,,3.00,Faceted,NON,,13.00,31.50,43.50,41.20,GIA 2344827461,,"Needle, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2344827461&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-73A,G,OV,0.30,D,VVS2,EX,EX,VG,N,N,5.30*3.87*2.34,No,,GIA,6355097484,,,1311.000,-43.000,,,60.50,56.00,,,,Faceted,NON,,,,,,GIA 6355097484,,"Indented Natural, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6355097484&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-14A,G,R,0.33,D,VVS1,EX,EX,EX,N,N,4.40*4.39*2.77,No,,GIA,2344985828,,,2070.000,-31.000,,,63.00,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.00,GIA 2344985828,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2344985828&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
220-182A,G,R,0.34,J,VVS1,EX,EX,EX,N,N,4.51*4.48*2.79,No,,GIA,7346877938,,,1292.000,-32.000,,,62.00,54.00,,,3.50,Faceted,NON,,15.50,34.00,43.00,40.80,GIA 7346877938,,"Pinpoint, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7346877938&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-197A,G,R,0.30,D,SI2,VG,EX,VG,F,N,4.21*4.16*2.71,No,,GIA,6341936932,,,963.000,-46.500,,,64.60,59.00,,,5.00,Faceted,NON,,15.50,36.50,44.00,41.60,GIA 6341936932,,"Feather, Crystal","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6341936932&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
232-316A,G,R,0.30,F,VVS2,EX,EX,VG,F,N,4.29*4.25*2.69,No,,GIA,2356068152,,,1400.000,-44.000,,,63.00,57.00,,,3.50,Faceted,NON,,15.50,36.00,44.00,41.40,GIA 2356068152,,"Indented Natural, Pinpoint, Extra Facet","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2356068152&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
220-300A,G,EM,0.41,F,VVS2,EX,EX,VG,N,N,4.76*3.58*2.46,No,,GIA,6342693637,,,1224.000,-49.000,,,68.60,62.00,,,,,NON,,,,,,GIA 6342693637,,"Pinpoint, Surface Graining","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6342693637&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
224-17B,G,R,0.42,E,SI2,EX,EX,EX,N,N,4.80*4.77*3.00,No,,GIA,6341811998,,,1260.000,-37.000,,,62.70,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 6341811998,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6341811998&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-303A,G,R,0.30,G,VS2,G,EX,G,F,N,4.11*4.03*2.72,No,,GIA,1355215014,,,877.400,-66.270,,,66.70,58.00,,,7.00,Faceted,NON,,16.50,38.00,43.00,40.80,GIA 1355215014,,"Indented Natural, Crystal","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1355215014&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
241-32C,G,OV,0.30,J,SI1,G,EX,VG,F,N,4.77*3.64*2.43,No,,GIA,6351163913,,,447.120,-74.770,,,66.70,60.00,,,,Faceted,NON,,,,,,GIA 6351163913,,"Feather, Cavity","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6351163913&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
225-22D,G,R,0.34,G,VS1,EX,EX,EX,N,N,4.54*4.52*2.76,No,,GIA,3355014406,,,1562.000,-29.000,,,60.90,56.00,,,3.50,Faceted,NON,,13.50,31.50,44.00,41.40,GIA 3355014406,,"Crystal, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3355014406&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
232-321A,G,R,0.32,G,VVS1,EX,EX,EX,F,N,4.40*4.37*2.75,No,,GIA,6342976579,,,1476.000,-38.500,,,62.60,58.00,,,3.50,Faceted,NON,,15.00,35.50,44.00,41.40,GIA 6342976579,,Pinpoint,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6342976579&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-66A,G,R,0.30,J,VS1,VG,EX,EX,N,N,4.21*4.17*2.68,No,,GIA,6352086795,,,952.000,-44.000,,,64.00,56.00,,,5.00,Faceted,NON,,17.50,38.50,41.50,39.80,GIA 6352086795,,"Indented Natural, Cloud, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352086795&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-249A,G,R,0.30,E,VVS2,EX,EX,EX,F,N,4.27*4.24*2.65,No,,GIA,6355001273,,,1482.000,-43.000,,,62.30,58.00,,,4.00,Faceted,NON,,15.50,36.00,43.00,40.60,GIA 6355001273,,"Cloud, Pinpoint, Feather, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6355001273&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-23A,G,R,0.35,H,VVS2,EX,EX,EX,F,N,4.53*4.51*2.84,No,,GIA,6352119085,,,1260.000,-40.000,,,62.80,54.00,,,3.00,Faceted,NON,,16.50,35.50,43.00,41.00,GIA 6352119085,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352119085&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-242A,G,R,0.40,G,VVS1,EX,EX,EX,F,N,4.69*4.67*2.96,No,,GIA,3345854869,,,1856.000,-36.000,,,63.30,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 3345854869,,"Pinpoint, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3345854869&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
236-78A,G,R,0.55,K,VVS1,EX,EX,EX,F,N,5.28*5.25*3.24,No,,GIA,6352143073,,,1265.000,-45.000,,,61.60,58.00,,,3.50,Faceted,NON,,14.50,34.00,43.50,41.00,GIA 6352143073,,"Pinpoint, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352143073&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
211-214A,G,R,1.01,N,SI2,EX,EX,VG,N,N,6.47*6.52*3.90,No,,IGI,407973590,,,3000.000,0.000,,,59.90,61.00,,,3.80,,Pointed,,13.00,33.20,43.50,41.10,,,,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.igiworldwide.com/search_report.aspx,,,,,,,,,1,
228-275A,G,R,0.30,H,VS1,EX,EX,EX,M,B,4.26*4.23*2.69,No,,GIA,1348976850,,,1260.000,-37.000,,,63.40,57.00,,,3.50,Faceted,NON,,16.00,36.00,44.00,41.40,GIA 1348976850,,"Crystal, Cloud, Feather, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1348976850&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-168A,G,R,0.30,H,VS1,EX,EX,EX,F,N,4.28*4.25*2.68,No,,GIA,7348986151,,,1250.000,-37.500,,,62.80,57.00,,,4.00,Faceted,NON,,15.00,34.50,44.00,41.60,GIA 7348986151,,"Crystal, Feather, Cloud, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7348986151&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
225-45A,G,R,1.40,,SI2,EX,EX,EX,M,B,7.14*7.08*4.46,No,,GIA,6341787606,,,2040.000,-32.000,,,62.80,56.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.60,GIA 6341787606,A pinpoint is not shown. Internal graining is not shown.,"Crystal, Feather, Cavity, Natural","GIA Color Is:-M,FB, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,"M,FB",,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6341787606&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
225-121A,G,OV,0.50,H,SI2,VG,EX,VG,N,N,6.07*4.57*2.81,No,,GIA,2344985767,,,1178.000,-38.000,,,61.50,59.00,,,,Faceted,NON,,,,,,GIA 2344985767,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2344985767&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
239-108B,G,EM,0.40,H,SI2,EX,EX,VG,F,N,4.94*3.65*2.38,No,,GIA,1358144760,,,648.120,-80.210,,,65.20,64.00,,,,,NON,,,,,,GIA 1358144760,,"Crystal, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1358144760&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-159A,G,R,0.40,F,VVS2,EX,EX,EX,N,N,4.73*4.72*2.95,No,,GIA,1343753226,,,2040.000,-32.000,,,62.40,58.00,,,3.50,Faceted,NON,,14.50,34.50,44.00,41.60,GIA 1343753226,,"Cloud, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1343753226&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-326A,G,OV,0.50,J,VS2,VG,EX,VG,M,B,6.14*4.43*2.71,No,,GIA,5346976972,,,1800.000,0.000,,,61.10,58.00,,,,Faceted,NON,,,,,,GIA 5346976972,,"Crystal, Cloud, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5346976972&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
236-23A,G,R,0.51,J,VVS1,EX,EX,EX,S,B,5.13*5.10*3.19,No,,GIA,6352163508,,,1372.000,-51.000,,,62.40,58.00,,,4.00,Faceted,NON,,15.00,35.00,43.50,41.20,GIA 6352163508,,"Pinpoint, Feather","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6352163508&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
228-199A,G,R,0.30,I,VS2,G,VG,VG,F,N,4.16*4.11*2.69,No,,GIA,5346890444,,,945.000,-47.500,,,65.00,60.00,,,6.00,Faceted,NON,,16.50,39.00,42.50,40.40,GIA 5346890444,,"Crystal, Needle","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",55,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5346890444&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
233-60A,G,R,0.90,H,VS1,VG,EX,VG,M,B,6.15*6.07*3.88,No,,GIA,6342943235,,,6200.000,0.000,,,63.50,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.50,41.00,GIA 6342943235,,"Crystal, Pinpoint, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6342943235&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-214A,G,R,0.31,D,VS1,EX,EX,EX,N,N,4.33*4.31*2.72,No,,GIA,7358214923,,,1664.000,-36.000,,,63.00,57.00,,,3.50,Faceted,NON,,15.50,36.00,44.00,41.40,GIA 7358214923,,Cloud,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7358214923&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
220-137A,G,EM,0.41,F,VS2,EX,EX,G,N,N,4.94*3.65*2.26,No,,GIA,6345752454,,,2200.000,0.000,,,62.00,62.00,,,,,NON,,,,,,GIA 6345752454,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345752454&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
227-81A,G,R,0.50,D,VS1,EX,EX,EX,N,N,5.08*5.05*3.20,No,,GIA,7341798899,,,2794.000,-36.500,,,63.10,55.00,,,3.50,Faceted,NON,,15.00,34.00,44.50,41.60,GIA 7341798899,,"Crystal, Feather, Pinpoint, Needle","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7341798899&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-181B,G,PR,0.30,E,SI2,EX,VG,VG,N,N,3.79*3.73*2.71,No,,GIA,7348766434,,,795.000,-47.000,,,72.70,69.00,,,,,NON,,,,,,GIA 7348766434,,"Feather, Crystal","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7348766434&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-143A,G,OV,0.30,H,VS2,G,EX,VG,F,N,5.14*3.69*2.35,No,,GIA,2346693507,,,966.000,-31.000,,,63.80,60.00,,,,Faceted,NON,,,,,,GIA 2346693507,,"Feather, Crystal","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2346693507&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-193A,G,R,0.50,I,VS1,VG,EX,VG,F,N,4.99*4.97*3.16,No,,GIA,5343890451,,,1710.000,-43.000,,,63.40,53.00,,,5.50,Faceted,VSM,,16.50,35.50,41.50,39.80,GIA 5343890451,,"Crystal, Feather, Cloud, Needle","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5343890451&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
218-219A,G,OV,0.80,F,VVS1,VG,EX,G,M,B,7.43*5.28*3.03,No,,GIA,6341518137,,,2392.000,-48.000,,,57.30,55.00,,,,Faceted,NON,,,,,,GIA 6341518137,,"Feather, Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6341518137&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-225A,G,R,0.31,I,VS2,EX,EX,EX,F,N,4.34*4.31*2.71,No,,GIA,6345955181,,,1044.000,-42.000,,,62.60,56.00,,,3.00,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 6345955181,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6345955181&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
234-334A,G,R,0.30,L,VS1,G,VG,VG,N,N,4.35*4.29*2.59,No,,GIA,6341766886,,,805.000,-42.500,,,60.00,67.00,,,3.00,Faceted,NON,,13.00,38.00,44.00,41.40,GIA 6341766886,,"Indented Natural, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",60,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6341766886&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-273A,G,R,0.30,G,SI1,EX,EX,EX,S,B,4.26*4.24*2.69,No,,GIA,5356001194,,,1800.000,0.000,,,63.20,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,40.80,GIA 5356001194,,Crystal,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=5356001194&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
229-148A,G,R,0.30,F,VVS1,EX,EX,EX,N,N,4.29*4.28*2.67,No,,GIA,1358040840,,,1944.000,-28.000,,,62.30,55.00,,,3.00,Faceted,NON,,16.50,36.50,42.50,40.60,GIA 1358040840,,"Pinpoint, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=1358040840&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
235-25A,G,R,0.70,G,VS1,VG,EX,VG,S,B,5.66*5.61*3.45,No,,GIA,2357143919,,,1911.000,-61.000,,,61.20,60.00,,,5.00,Faceted,NON,,14.00,35.50,42.00,40.20,GIA 2357143919,,"Feather, Crystal, Cloud, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",55,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2357143919&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-172A,G,R,0.40,E,VVS2,EX,EX,EX,N,N,4.72*4.70*2.94,No,,GIA,2346782904,,,2112.000,-34.000,,,62.40,54.00,,,4.00,Faceted,NON,,16.00,35.00,42.50,40.60,GIA 2346782904,,"Cloud, Pinpoint, Feather, Indented Natural","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2346782904&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
231-249A,G,R,0.30,J,SI1,EX,EX,EX,F,N,4.28*4.26*2.66,No,,GIA,2347976919,,,862.500,-42.500,,,62.30,60.00,,,4.00,Faceted,NON,,14.00,35.00,44.50,41.60,GIA 2347976919,,"Crystal, Cloud","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",45,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347976919&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
221-494A,G,R,0.51,N,VS1,EX,EX,EX,M,B,5.11*5.08*3.18,No,,GIA,7356143407,,,748.000,-56.000,,,62.50,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.00,40.80,GIA 7356143407,,"Cloud, Crystal, Pinpoint, Needle","GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=7356143407&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
237-23A,G,R,0.40,F,VVS1,VG,EX,VG,M,B,4.62*4.57*2.97,No,,GIA,2356143198,,,1485.000,-55.000,,,64.60,56.00,,,5.00,Faceted,NON,,17.50,38.50,42.00,40.20,GIA 2356143198,,Feather,"WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2356143198&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
234-12A,G,R,0.40,,VS2,EX,EX,EX,S,B,4.77*4.74*2.89,No,,GIA,3345643555,,,689.000,-47.000,,,60.80,58.00,,,3.50,Faceted,NON,,15.00,35.50,42.50,40.60,GIA 3345643555,,Feather,"GIA Color Is:-K,FB, WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,"K,FB",,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=3345643555&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-253A,G,R,0.30,H,VS1,EX,EX,EX,N,N,4.32*4.30*2.60,No,,GIA,6341462031,,,1450.000,-27.500,,,60.30,61.00,,,4.00,Faceted,NON,,13.50,34.50,43.00,40.80,GIA 6341462031,,"Crystal, Feather, Pinpoint","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=6341462031&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
222-420A,G,R,0.32,I,SI2,EX,EX,EX,F,N,4.37*4.34*2.76,No,,GIA,2347828138,,,990.000,-34.000,,,63.20,56.00,,,3.50,Faceted,NON,,16.50,36.50,43.00,41.00,GIA 2347828138,,"Crystal, Knot","WeChat:- srdgems,Whatsapp:-, Skype:- , (for Volume Adavntage call Us)",50,,,,,,,,,MUMBAI,,,,,http://www.gia.edu/cs/Satellite?reportno=2347828138&childpagename=GIA%2FPage%2FReportCheck&pagename=GIA%2FDispatcher&c=Page&cid=1355954554547,,,,,,,,,1,
