Stock Num,Availability,Lab,Certificate Num,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Price Per Cts,Total Price,Shade,Milky,Eye Clean,Black in Center,Black in Side,White in Center,White in Side,Open in Table,Open in Crown,Open in Pavilion,HA,Type 2A,Measurements,Width,Length,Depth,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert Comment,ImageName1,ImageName2,ImageName3,VideoLink,Diamond Url,Key to symbols,City,State,Country,Star Length,Lower Half,Color Description,Lab Location,Origin,Report Type,Report Issue Date,RapLab Report ID,Treatment,Full Shape Description
222-134A,G,GIA,6342738315,OV,0.50,H,VS2,VG,EX,VG,F,N,1386.000,693.000,Brown,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO0,,,5.93*4.44*2.77,4.44,5.93,2.77,,,,62.40,54.00,,,,Faceted,NON,,,,,,GIA 6342738315,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Twinning Wisp, Feather, Indented Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
232-325A,G,GIA,6352000545,RBC,0.35,F,VVS2,EX,EX,EX,F,N,1587.000,555.450,White,None,,BC0,BT0,NV,WT0,TO0,CO0,PO0,,,4.51*4.49*2.84,4.49,4.51,2.84,,,,63.00,56.00,,,3.50,Faceted,NON,,16.00,36.00,43.50,41.20,GIA 6352000545,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Pinpoint,MUMBAI,,INDIA,55,80,,INDIA,,,,,,
222-51A,G,GIA,2344738505,PR,0.50,J,VVS2,VG,EX,G,N,N,1121.000,560.500,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.18*4.17*3.16,4.17,4.18,3.16,,,,75.70,69.00,,,,Faceted,NON,,,,,,GIA 2344738505,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Pinpoint",MUMBAI,,INDIA,,,,INDIA,,,,,,
222-366A,G,GIA,1349849965,RBC,0.30,J,VS1,VG,EX,VG,F,N,960.000,288.000,White,None,,BC0,BT2,NV,WT0,TO0,CO0,NV,,,4.26*4.21*2.70,4.21,4.26,2.70,,,,63.90,56.00,,,4.50,Faceted,NON,,16.50,36.50,43.00,40.60,GIA 1349849965,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Pinpoint",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
210-18A,G,GIA,6345111165,PB,1.50,G,SI1,VG,EX,G,N,N,4144.000,6216.000,,,,,,,,,,,,,10.08*6.57*3.87,6.57,10.08,3.87,,,,58.90,67.00,,,,Faceted,NON,,,,,,GIA 6345111165,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Knot, Needle, Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
219-213A,G,GIA,7346496873,OV,0.50,M,SI2,VG,VG,VG,S,B,504.000,252.000,White,None,,BC1,BT2,WC0,WT0,TO0,CO0,PO0,,,6.02*4.45*2.78,4.45,6.02,2.78,W-X,,,62.50,59.00,,,,Faceted,NON,,,,,,GIA 7346496873,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,,,,INDIA,,,,,,
228-8A,G,GIA,7356118762,OV,0.50,E,SI1,G,EX,VG,N,N,1357.000,678.500,White,None,,BC0,BT0,WC1,WT1,TO0,CO2,PO1,,,5.70*4.38*2.85,4.38,5.70,2.85,,,,65.10,54.00,,,,Faceted,NON,,,,,,GIA 7356118762,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,,,,INDIA,,,,,,
210-55A,G,GIA,1345111508,RBC,1.16,H,SI2,EX,EX,EX,N,N,2862.000,3319.920,,,,,,,,,,,,,6.77*6.75*4.17,6.75,6.77,4.17,,,,61.60,54.00,,,4.00,Faceted,NON,,15.00,33.00,43.00,40.80,GIA 1345111508,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud, Feather, Needle",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
238-18A,G,GIA,6352230016,RBC,0.30,G,VS1,EX,EX,VG,F,N,1200.000,360.000,Other,None,,NV,BT0,WC0,WT0,TO0,NV,NV,,,4.27*4.24*2.65,4.24,4.27,2.65,,,,62.30,58.00,,,4.00,Faceted,NON,,15.50,36.00,42.50,40.60,GIA 6352230016,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Pinpoint, Indented Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
220-4A,G,GIA,6342851209,EM,0.33,D,IF,EX,EX,G,N,N,1568.000,517.440,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.59*3.43*2.19,3.43,4.59,2.19,,,,64.00,59.00,,,,Faceted,NON,,,,,,GIA 6342851209,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Natural, Minor Details of Polish",MUMBAI,,INDIA,,,,INDIA,,,,,,
214-112A,G,IGI,407934790,OV,1.00,G,SI2,VG,G,,N,N,1755.000,1755.000,White,None,,BC2,BT1,WC2,WT1,TO0,CO1,PO2,,,7.59*5.34*3.61,5.34,7.59,3.61,,,,67.60,58.00,,,6.60,Faceted,Pointed,,17.00,39.50,44.00,40.50,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,G,INDIA,,,,,,
228-21A,G,GIA,1353040905,RBC,0.35,J,VS2,EX,EX,EX,F,N,915.000,320.250,White,None,,BC1,BT1,WC1,NV,TO0,CO0,PO0,,,4.51*4.48*2.83,4.48,4.51,2.83,,,,63.00,57.00,,,3.50,Faceted,NON,,16.00,36.00,44.00,41.40,GIA 1353040905,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Crystal, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
241-74A,G,GIA,6352156970,RBC,0.80,K,VS2,EX,EX,EX,N,N,1776.000,1420.800,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,5.92*5.88*3.69,5.88,5.92,3.69,,,,62.50,57.00,,,4.00,Faceted,NON,,15.50,36.00,42.50,40.60,GIA 6352156970,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,50,80,,INDIA,,,,,,
235-3A,G,GIA,1355142109,RBC,0.58,G,SI2,EX,EX,EX,F,N,1392.000,807.360,Other,None,,NV,NV,WC2,WT1,TO0,CO0,PO0,,,5.32*5.29*3.32,5.29,5.32,3.32,,,,62.60,56.00,,,4.00,Faceted,NON,,15.50,35.50,42.50,40.60,GIA 1355142109,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Feather",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
234-242A,G,GIA,2346767020,RBC,0.40,L,SI2,EX,EX,EX,N,N,715.000,286.000,White,None,,BC0,BT0,WC1,WT1,NV,CO0,PO0,,,4.79*4.77*2.89,4.77,4.79,2.89,,,,60.50,61.00,,,3.50,Faceted,NON,,13.00,33.00,44.00,41.60,GIA 2346767020,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
215-273A,G,GIA,5343766904,OV,0.90,F,SI2,EX,EX,VG,N,N,2400.000,2160.000,White,None,,BC0,NV,WC1,WT1,NV,CO0,PO0,,,7.83*5.53*3.27,5.53,7.83,3.27,,,,59.20,60.00,,,,Faceted,NON,,,,,,GIA 5343766904,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Twinning Wisp, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
237-187A,G,GIA,1355098277,RBC,0.50,K,VS1,VG,EX,VG,S,B,1040.000,520.000,White,None,,BC1,BT1,WC0,WT1,TO0,CO1,PO1,,,4.98*4.92*3.19,4.92,4.98,3.19,,,,64.50,55.00,,,5.50,Faceted,NON,,17.50,37.50,42.00,40.00,GIA 1355098277,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Indented Natural, Needle, Pinpoint",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
237-63A,G,GIA,3355119540,RBC,0.40,F,SI1,EX,EX,EX,S,B,1113.000,445.200,White,None,,BC1,BT1,WC1,WT1,TO0,CO0,PO1,,,4.70*4.67*2.96,4.67,4.70,2.96,,,,63.10,57.00,,,3.50,Faceted,NON,,16.00,36.50,43.50,41.20,GIA 3355119540,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
196-18C,G,GIA,1329940582,CU,0.41,M,I1,EX,EX,EX,N,N,750.000,307.500,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.49*4.09*2.61,4.09,4.49,2.61,Yellow,,,63.90,57.00,,,,Faceted,NON,,,,,,GIA 1329940582,"GIA Color Is:-Yellow, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal, Cloud, Needle, Indented Natural, Natural",MUMBAI,,INDIA,,,"[*], Fancy Deep Yellow, Natural Even",INDIA,,,,,,
234-118A,G,GIA,1343792019,RBC,0.72,M,VS1,EX,EX,EX,N,N,1134.000,816.480,White,None,,BC0,BT0,NV,WT0,TO0,CO0,PO0,,,5.85*5.84*3.45,5.84,5.85,3.45,,,,59.00,62.00,,,3.00,Faceted,NON,,12.50,33.00,43.50,41.20,GIA 1343792019,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,50,75,,INDIA,,,,,,
224-1A,G,GIA,6342714868,RBC,2.11,G,SI1,EX,EX,EX,N,N,7475.000,15772.250,,,,BC1,BT0,WC1,WT0,TO0,CO0,PO0,,,8.23*8.17*5.04,8.17,8.23,5.04,,,,61.50,61.00,,,4.50,Faceted,NON,,13.00,34.00,44.00,41.40,GIA 6342714868,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Needle",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
222-340A,G,GIA,2346738428,OV,0.30,J,VS2,G,EX,VG,N,N,630.000,189.000,White,None,,BC0,BT0,WC0,WT0,TO0,CO1,PO2,,,5.07*3.59*2.34,3.59,5.07,2.34,,,,65.00,64.00,,,,Faceted,NON,,,,,,GIA 2346738428,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Indented Natural,MUMBAI,,INDIA,,,,INDIA,,,,,,
237-21A,G,GIA,5353214790,RBC,0.30,D,SI1,EX,EX,EX,F,N,1220.000,366.000,White,None,,BC0,BT0,WC1,WT1,TO0,CO0,PO0,,,4.33*4.30*2.64,4.30,4.33,2.64,,,,61.20,59.00,,,4.00,Faceted,NON,,13.50,33.00,44.00,41.40,GIA 5353214790,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Knot, Crystal",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
222-369A,G,GIA,3345767042,RBC,0.50,M,VS2,G,EX,VG,M,B,750.000,375.000,Brown,None,,BC0,NV,WC0,WT1,TO0,CO2,PO2,,,4.89*4.84*3.20,4.84,4.89,3.20,,,,65.70,59.00,,,7.00,Faceted,NON,,16.50,39.00,42.50,40.40,GIA 3345767042,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Indented Natural, Cloud",MUMBAI,,INDIA,55,80,,INDIA,,,,,,
238-6A,G,GIA,1359119483,PR,0.50,E,VS1,VG,EX,G,N,N,1288.000,644.000,White,None,,BC1,BT0,WC0,WT0,TO0,CO0,PO0,,,4.29*4.25*3.15,4.25,4.29,3.15,,,,74.20,69.00,,,,Faceted,NON,,,,,,GIA 1359119483,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,,,,INDIA,,,,,,
232-234A,G,GIA,1353001188,RBC,0.40,J,VS2,VG,EX,VG,F,N,986.000,394.400,White,None,,BC0,BT1,WC0,WT1,TO0,NV,NV,,,4.63*4.61*2.95,4.61,4.63,2.95,,,,63.90,57.00,,,4.50,Faceted,NON,,17.00,38.50,42.50,40.40,GIA 1353001188,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Crystal, Indented Natural",MUMBAI,,INDIA,55,75,,INDIA,,,,,,
222-209B,G,GIA,1349827937,EM,0.32,I,SI1,EX,EX,G,F,N,616.000,197.120,White,None,,BC0,BT1,WC1,WT1,TO0,CO0,PO0,,,4.63*3.18*2.19,3.18,4.63,2.19,,,,69.00,63.00,,,,Faceted,NON,,,,,,GIA 1349827937,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,,,,INDIA,,,,,,
220-107A,G,GIA,2347753181,EM,0.40,I,VS2,EX,EX,G,N,N,840.000,336.000,White,None,,BC0,BT0,WC1,WT0,TO0,CO0,PO0,,,4.83*3.45*2.37,3.45,4.83,2.37,,,,68.70,64.00,,,,Faceted,NON,,,,,,GIA 2347753181,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,,,,INDIA,,,,,,
227-41A,G,GIA,6341813006,EM,0.53,G,VVS1,EX,EX,VG,N,N,1350.000,715.500,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,5.26*3.98*2.72,3.98,5.26,2.72,,,,68.10,61.00,,,,Faceted,NON,,,,,,GIA 6341813006,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
231-189A,G,GIA,7356214081,RBC,0.30,K,VS1,EX,EX,EX,M,B,728.000,218.400,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,4.27*4.24*2.69,4.24,4.27,2.69,,,,63.10,57.00,,,4.00,Faceted,NON,,15.00,35.00,44.00,41.40,GIA 7356214081,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud, Pinpoint, Indented Natural",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
227-94C,G,GIA,6342890471,MQ,0.32,E,VS1,EX,EX,G,N,N,1156.000,369.920,White,None,,BC0,BT0,WC1,WT0,TO0,CO1,PO0,,,6.94*3.71*2.10,3.71,6.94,2.10,,,,56.60,62.00,,,,Faceted,NON,,,,,,GIA 6342890471,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Indented Natural, Feather, Internal Graining",MUMBAI,,INDIA,,,,INDIA,,,,,,
235-17A,G,GIA,6355092342,PR,0.80,E,SI2,VG,EX,G,N,N,1260.000,1008.000,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,5.01*4.93*3.69,4.93,5.01,3.69,,,,74.80,71.00,,,,Faceted,NON,,,,,,GIA 6355092342,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Crystal, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
227-85D,G,GIA,7343851033,PB,0.39,G,VVS2,EX,EX,VG,N,N,1168.000,455.520,White,None,,BC0,BT0,WC0,NV,TO0,CO0,PO0,,,6.34*4.11*2.40,4.11,6.34,2.40,,,,58.40,61.00,,,,Faceted,NON,,,,,,GIA 7343851033,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Needle, Pinpoint",MUMBAI,,INDIA,,,,INDIA,,,,,,
239-45A,G,GIA,1357228136,RBC,1.01,J,I1,EX,EX,EX,M,B,2077.000,2097.770,White,None,,BC2,BT1,WC2,WT1,TO0,CO0,PO0,,,6.41*6.39*4.00,6.39,6.41,4.00,,,,62.60,58.00,,,4.00,Faceted,NON,,15.00,35.50,43.50,41.20,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Cloud, Cavity, Needle, Indented Natural",MUMBAI,,INDIA,50,80,,INDIA,,,,,,
234-268A,G,GIA,2346656545,PB,0.53,L,VVS1,EX,EX,VG,N,N,854.000,452.620,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,6.50*4.48*2.93,4.48,6.50,2.93,,,,65.40,57.00,,,,Faceted,NON,,,,,,GIA 2346656545,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Extra Facet",MUMBAI,,INDIA,,,,INDIA,,,,,,
211-223A,G,GIA,6341543916,MQ,0.72,F,SI1,EX,EX,VG,F,N,2006.000,1444.320,Other,None,,BC1,BT1,WC0,WT0,TO0,CO0,PO0,,,8.85*4.68*2.98,4.68,8.85,2.98,,,,63.60,62.00,,,,Faceted,NON,,,,,,GIA 6341543916,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,,,,INDIA,,,,,,
221-472A,G,GIA,2346766180,RBC,0.50,M,VS1,VG,EX,VG,N,N,848.000,424.000,White,None,,BC0,BT1,WC1,WT1,TO0,CO1,PO2,,,4.96*4.91*3.18,4.91,4.96,3.18,,,,64.30,58.00,,,5.50,Faceted,NON,,16.50,38.00,42.50,40.40,GIA 2346766180,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Needle, Pinpoint",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
237-6A,G,GIA,2357143244,RBC,0.50,D,SI2,G,VG,VG,F,N,1080.000,540.000,White,None,,BC1,BT1,WC2,WT2,TO0,CO0,PO2,,,4.90*4.83*3.19,4.83,4.90,3.19,,,,65.60,57.00,,,7.00,Faceted,NON,,16.50,37.50,42.00,40.20,GIA 2357143244,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Cloud",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
233-59A,G,GIA,1347723586,EM,0.80,H,SI1,EX,EX,VG,F,N,1508.000,1206.400,White,None,,NV,BT1,WC1,WT2,NV,CO1,PO0,,,6.01*4.57*3.01,4.57,6.01,3.01,,,,65.90,63.00,,,,Faceted,NON,,,,,,GIA 1347723586,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal",MUMBAI,,INDIA,,,,INDIA,,,,,,
234-325A,G,GIA,3345752270,RBC,0.23,G,IF,EX,EX,EX,N,N,1476.600,339.620,White,None,,BC0,BT0,WC0,WT0,TO0,CO0,PO0,,,4.04*4.02*2.38,4.02,4.04,2.38,,,,59.00,61.00,,,3.50,Faceted,NON,,12.50,33.00,43.00,41.00,GIA 3345752270,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Surface Graining, Minor Details of Polish",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
235-86A,G,GIA,7353097315,RBC,0.58,K,VS2,EX,EX,EX,M,B,1220.000,707.600,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,5.47*5.45*3.23,5.45,5.47,3.23,,,,59.10,59.00,,,3.00,Faceted,NON,,13.00,32.50,43.50,41.00,GIA 7353097315,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,45,75,,INDIA,,,,,,
214-37A,G,IGI,407973598,RBC,1.51,G,SI2,EX,EX,VG,N,N,3710.000,5602.100,White,None,,BC3,BT1,WC2,WT1,TO0,CO1,PO1,,,7.22*7.26*4.59,7.26,7.22,4.59,,,,63.30,56.00,,,4.40,Faceted,Pointed,,16.00,36.20,43.00,40.70,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,,MUMBAI,,INDIA,,,G,INDIA,,,,,,
241-2A,G,GIA,7356137445,RBC,1.01,M,SI2,EX,EX,EX,N,N,1456.000,1470.560,White,None,,BC0,BT3,WC0,WT0,TO0,CO0,NV,,,6.43*6.39*3.99,6.39,6.43,3.99,,,,62.20,59.00,,,4.00,Faceted,NON,,14.00,34.00,44.50,41.60,GIA 7356137445,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Needle, Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
225-69B,G,GIA,2344954426,OV,0.71,E,SI2,EX,EX,EX,N,N,1800.000,1278.000,White,None,,NV,BT1,WC2,WT2,TO0,CO0,PO0,,,7.08*5.05*3.02,5.05,7.08,3.02,,,,59.90,60.00,,,,Faceted,NON,,,,,,GIA 2344954426,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Cloud",MUMBAI,,INDIA,,,,INDIA,,,,,,
227-7A,G,GIA,6342891839,OV,1.01,H,SI2,EX,EX,VG,N,N,2150.000,2171.500,White,None,,BC1,BT2,WC1,WT2,NV,CO0,PO0,,,7.75*5.83*3.66,5.83,7.75,3.66,,,,62.70,60.00,,,,Faceted,NON,,,,,,GIA 6342891839,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Crystal, Needle",MUMBAI,,INDIA,,,,INDIA,,,,,,
229-79A,G,GIA,1347955197,RBC,0.30,K,SI2,EX,EX,VG,F,N,715.000,214.500,White,None,,BC0,BT1,WC0,WT1,TO0,CO0,PO0,,,4.26*4.23*2.68,4.23,4.26,2.68,,,,63.10,56.00,,,4.00,Faceted,NON,,15.50,35.00,43.50,41.00,GIA 1347955197,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Crystal,MUMBAI,,INDIA,45,80,,INDIA,,,,,,
222-358B,G,GIA,7348798776,OV,0.30,J,VS1,VG,EX,VG,M,B,630.000,189.000,White,None,,BC0,BT0,WC0,WT0,TO0,NV,PO2,,,5.21*3.87*2.33,3.87,5.21,2.33,,,,60.20,61.00,,,,Faceted,NON,,,,,,GIA 7348798776,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Crystal, Feather, Indented Natural",MUMBAI,,INDIA,,,,INDIA,,,,,,
222-352A,G,GIA,6342796897,RBC,0.40,K,VVS1,EX,EX,VG,F,N,954.000,381.600,White,None,,BC0,BT0,WC0,WT0,TO0,CO1,PO0,,,4.69*4.63*2.96,4.63,4.69,2.96,,,,63.40,57.00,,,4.00,Faceted,NON,,15.00,34.50,44.50,41.60,GIA 6342796897,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Pinpoint, Feather, Natural",MUMBAI,,INDIA,50,75,,INDIA,,,,,,
236-67A,G,GIA,1359183470,PR,0.50,D,SI2,EX,EX,VG,M,B,946.000,473.000,White,None,,NV,BT1,WC1,WT2,TO0,CO0,PO0,,,4.34*4.27*3.10,4.27,4.34,3.10,,,,72.60,73.00,,,,Faceted,NON,,,,,,GIA 1359183470,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Cloud, Crystal, Feather",MUMBAI,,INDIA,,,,INDIA,,,,,,
235-101A,G,GIA,6355055778,RBC,0.50,L,VS2,VG,EX,VG,S,B,901.000,450.500,White,None,,BC0,BT0,WC1,WT0,TO0,CO0,PO2,,,5.02*4.96*3.18,4.96,5.02,3.18,,,,63.80,61.00,,,5.00,Faceted,NON,,14.00,35.50,44.50,41.80,GIA 6355055778,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Cloud,MUMBAI,,INDIA,45,75,,INDIA,,,,,,
227-133D,G,GIA,1343877380,OV,0.30,E,SI2,VG,EX,G,N,N,742.000,222.600,White,None,,BC0,BT0,WC1,WT2,TO1,CO1,PO0,,,5.01*3.85*2.45,3.85,5.01,2.45,,,,63.60,54.00,,,,Faceted,NON,,,,,,GIA 1343877380,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,Feather,MUMBAI,,INDIA,,,,INDIA,,,,,,
235-99B,G,GIA,5353148034,OV,0.30,J,VS1,VG,EX,VG,S,B,610.000,183.000,White,None,,BC0,BT0,WC1,WT0,TO0,CO0,PO2,,,5.20*3.87*2.36,3.87,5.20,2.36,,,,60.90,62.00,,,,Faceted,NON,,,,,,GIA 5353148034,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,,,,,"Feather, Needle, Pinpoint",MUMBAI,,INDIA,,,,INDIA,,,,,,
