Stock #,Availability,Shape,Weight,Color,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,Measurements Length,Measurements Width,Measurements Depth,Lab,Certificate ID,Treatment,Price Per Carat,Discount,Depth,Table,Girdle Thin,Girdle Thick,Girdle,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Milky Inclusions,Black Inclusions,White Inclusions,Open Inclusions,Center Inclusions,Pavilion Angle,Laser Inscription,Member Comments,Supplier Comments,Country,State,City,Parcel Stones,CertificateLink,Certificate Comment,Diamond Image,Diamond Video,Is Matched Pair Separable,Pair Stock #,Eye Clean,Shade,Brand,Type2A,Type2ALink,Trade Show,ReportType,reportIssueDate,reportIssueLocation,diamondJourney,cashDiscount%,Star Length,Lower Half,Heart and Arrow,H & A Image,Plotting Image
DS-21,G,RBC,1.20,G,,,,I1,VG,EX,EX,F,,6.63*6.59*4.28,6.63,6.59,4.28,GIA,2357703662,,3042.000,22.000,64.70,56.00,STK to THK,,,Faceted,Pointed,,0.17,,0.43,NONE,BT1,WT2,TO0,CO1,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/DS-21/still.jpg,https://srd.world/vision360/vision360.html?d=DS-21&s=0,,,MINOR,NO BGM,,,,,,,,,,0,0,,,
238-161A,G,RBC,0.31,M,,,,VS2,EX,EX,EX,N,N,4.33*4.30*2.70,4.33,4.30,2.70,GIA,6355536227,,607.750,44.750,62.50,58.00,MED,,3.50,Faceted,NON,,15.50,36.00,43.50,NONE,BT1,WT0,TO0,CO0,41.20,GIA 6355536227,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/238-161A/still.jpg,https://srd.world/vision360/vision360.html?d=238-161A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
245-77A,G,RBC,0.40,L,,,,SI2,EX,EX,EX,F,N,4.73*4.70*2.92,4.73,4.70,2.92,GIA,7358630006,,649.000,41.000,61.80,60.00,MED to STK,,4.00,Faceted,NON,,14.00,34.50,44.00,NONE,BT0,WT1,NV,CO1,41.60,GIA 7358630006,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-77A/still.jpg,https://srd.world/vision360/vision360.html?d=245-77A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,50,80,NEW YORK,,
214-74A,G,PB,1.00,H,,,,SI2,VG,G,VG,N,N,7.98*5.57*3.46,7.98,5.57,3.46,IGI,400929842,,1773.750,58.750,62.10,64.00,Thick To Very Thick (Faceted),,6.90,Faceted,Pointed,,14.50,37.80,41.00,NONE,BT1,WT2,TO0,CO1,38.70,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/214-74A/still.jpg,https://srd.world/vision360/vision360.html?d=214-74A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
221-472A,G,RBC,0.50,M,,,,VS1,VG,EX,VG,N,N,4.96*4.91*3.18,4.96,4.91,3.18,GIA,2346766180,,748.000,53.250,64.30,58.00,STK to THK,,5.50,Faceted,NONE,,16.50,38.00,42.50,NONE,BT1,WT1,TO0,CO1,40.40,GIA 2346766180,"GIA Color Is:-N, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,75,,,
SD-072010,G,RBC,1.50,H,,,,SI2,VG,EX,VG,F,,7.11*7.20*4.57,7.11,7.20,4.57,IGI,436048432,,3235.410,53.110,63.90,56.00,Slightly Thick To Thick (Faceted) ,,,0,0,,16.50,37.00,42.00,NONE,BT1,WT1,TO0,CO0,40.10,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/SD-072010/still.jpg,https://srd.world/vision360/vision360.html?d=SD-072010&s=0,,,MINOR,NO BGM,,,,,,,,,,0,0,,,
245-10B,G,RBC,0.35,F,,,,SI1,EX,EX,EX,F,N,4.53*4.50*2.81,4.53,4.50,2.81,GIA,1355516248,,1152.000,36.000,62.20,56.00,MED to STK,,3.50,Faceted,NON,,16.00,36.00,43.00,NONE,BT0,WT1,TO0,CO0,40.80,GIA 1355516248,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-10B/still.jpg,https://srd.world/vision360/vision360.html?d=245-10B&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
DSRD-9,G,RBC,0.96,F,,,,SI2,VG,VG,G,M,,6.22*6.05*3.95,6.22,6.05,3.95,IGI,432026620,,2063.300,56.100,64.20,57.00,Slightly Thick To Thick (Faceted) ,,,0,Pointed,,16.00,36.00,43.00,NONE,NV,WT1,NV,NV,40.80,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/DSRD-9/still.jpg,https://srd.world/vision360/vision360.html?d=DSRD-9&s=0,,,SURE,NO BGM,,,,,,,,,,0,0,,,
222-181B,G,PR,0.30,E,,,,SI2,EX,VG,VG,N,N,3.79*3.73*2.71,3.79,3.73,2.71,GIA,7348766434,,700.000,50.000,72.70,69.00,MED to THK,,,Faceted,NONE,,,,,NONE,BT2,WT2,TO2,CO0,,GIA 7348766434,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/222-181B/still.jpg,https://srd.world/vision360/vision360.html?d=222-181B&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
2986-6,G,RBC,0.90,E,,,,VS1,EX,EX,VG,N,N,6.17*6.13*3.83,6.17,6.13,3.83,GIA,5336057239,,4158.000,42.250,62.40,58.00,,,,,,,15.50,,43.00,NONE,BT0,WT0,TO0,CO1,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/2986-6/still.jpg,https://srd.world/vision360/vision360.html?d=2986-6&s=0,,,SURE,NO BGM,,,,,,,,,,,,,,
235-41A,G,RBC,0.61,D,,,,VVS1,EX,EX,EX,M,BLUE,5.42*5.38*3.36,5.42,5.38,3.36,GIA,2356068032,,3922.000,26.000,62.30,59.00,MED to STK,,4.00,Faceted,NONE,,15.00,36.00,43.50,NONE,BT0,WT0,TO0,CO0,41.00,GIA 2356068032,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/235-41A/still.jpg,https://srd.world/vision360/vision360.html?d=235-41A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,80,,,
215-10A,G,PB,0.40,G,,,,SI2,VG,EX,VG,N,N,6.19*4.07*2.56,6.19,4.07,2.56,GIA,1347308156,,885.500,36.750,63.00,61.00,STK to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,NV,,GIA 1347308156,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/215-10A/still.jpg,https://srd.world/vision360/vision360.html?d=215-10A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
217-62A,G,PB,0.70,K,,,,SI1,VG,EX,G,N,N,7.69*4.76*2.98,7.69,4.76,2.98,GIA,2344462384,,908.000,43.250,62.70,58.00,MED to ETK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO2,,GIA 2344462384,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,BROWN 1,,,,,,,,,,,,,,
222-491B,G,MQ,0.29,G,,,,VVS1,EX,EX,G,N,N,6.36*3.65*2.16,6.36,3.65,2.16,GIA,2346863046,,863.100,31.500,59.30,58.00,STK to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 2346863046,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/222-491B/still.jpg,https://srd.world/vision360/vision360.html?d=222-491B&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
243-7B,G,MQ,0.40,J,,,,SI2,VG,VG,G,N,N,8.04*3.84*2.24,8.04,3.84,2.24,GIA,2356569855,,599.500,45.500,58.40,52.00,MED to VTK,,,Faceted,NON,,,,,NONE,BT1,WT0,TO0,CO2,,GIA 2356569855,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/243-7B/still.jpg,https://srd.world/vision360/vision360.html?d=243-7B&s=0,,,SURE,BROWN 1,,,,,,,,,,,,NEW YORK,,
245-43A,G,RBC,1.30,J,,,,SI2,EX,EX,EX,F,N,6.95*6.90*4.36,6.95,6.90,4.36,GIA,1355661565,,3060.000,32.000,63.00,56.00,MED to STK,,4.00,Faceted,NON,,15.50,35.00,43.50,NONE,BT1,WT1,TO0,CO1,41.00,GIA 1355661565,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-43A/still.jpg,https://srd.world/vision360/vision360.html?d=245-43A&s=0,,,MEDIUM,BROWN 1,,,,,,,,,,50,80,NEW YORK,,
244-23A,G,RBC,0.59,H,,,,VVS1,EX,EX,EX,N,N,5.36*5.33*3.36,5.36,5.33,3.36,GIA,2354535096,,2219.000,36.600,62.90,56.00,MED,,3.50,Faceted,NON,,16.00,36.00,43.50,NONE,BT0,WT0,TO0,CO0,41.00,GIA 2354535096,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-23A/still.jpg,https://srd.world/vision360/vision360.html?d=244-23A&s=0,,,SURE,BROWN 1,,,,,,,,,,50,80,NEW YORK,,
222-311A,G,MQ,0.30,I,,,,VS1,EX,EX,VG,N,N,6.47*3.65*2.23,6.47,3.65,2.23,GIA,2348863049,,609.000,49.250,61.20,55.00,VTN to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO1,,GIA 2348863049,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/222-311A/still.jpg,https://srd.world/vision360/vision360.html?d=222-311A&s=0,,,EYE CLEAN YES,BROWN 1,,,,,,,,,,,,,,
231-226A,G,OV,0.30,I,,,,VS2,G,EX,G,F,N,4.92*3.67*2.38,4.92,3.67,2.38,GIA,1359346497,,780.000,35.000,64.80,54.00,VTK to ETK,,,Faceted,NON,,,,,NONE,BT0,WT1,TO0,NV,,GIA 1359346497,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/231-226A/still.jpg,https://srd.world/vision360/vision360.html?d=231-226A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
245-5A,M,OV,1.20,D,,,,VS2,VG,EX,G,N,N,9.13*5.94*3.39,9.13,5.94,3.39,GIA,7358512091,,4575.900,34.630,57.10,65.00,THK to ETK,,,Faceted,NON,,,,,NONE,BT0,WT0,NV,CO1,,GIA 7358512091 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,NEW YORK,,,,https://srd.world/vision360/imaged/245-5A/still.jpg,https://srd.world/vision360/vision360.html?d=245-5A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
244-8A,G,RBC,0.61,G,,,,IF,EX,EX,EX,N,N,5.47*5.44*3.37,5.47,5.44,3.37,GIA,2356589209,,2725.600,31.860,61.80,58.00,MED to STK,,4.00,Faceted,NON,,13.50,33.00,44.00,NONE,BT0,WT0,TO0,CO0,41.60,GIA 2356589209,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/244-8A/still.jpg,https://srd.world/vision360/vision360.html?d=244-8A&s=0,,,SURE,BROWN/GRAY/PINK,,,,,,,,,,50,75,NEW YORK,,
223-26A,G,OV,0.96,I,,,,VS1,VG,EX,VG,N,N,7.44*5.74*3.37,7.44,5.74,3.37,GIA,5343539601,,2379.000,39.000,58.70,62.00,MED to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT1,TO0,CO0,,GIA 5343539601,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/223-26A/still.jpg,https://srd.world/vision360/vision360.html?d=223-26A&s=0,,,EYE CLEAN YES,BROWN 1,,,,,,,,,,,,,,
246-66A,G,RBC,0.50,K,,,,SI2,VG,EX,VG,N,N,5.09*5.03*3.09,5.09,5.03,3.09,GIA,1358645425,,970.200,46.100,61.10,60.00,STK to THK,,5.00,Faceted,NON,,13.50,34.00,43.00,NONE,BT1,WT1,TO2,CO0,40.80,GIA 1358645425,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-66A/still.jpg,https://srd.world/vision360/vision360.html?d=246-66A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,55,75,NEW YORK,,
246-72A,G,MQ,0.40,D,,,,VVS2,EX,EX,VG,F,N,7.77*3.76*2.24,7.77,3.76,2.24,GIA,6352645163,,1456.000,44.000,59.50,58.00,MED to THK,,,Faceted,NON,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 6352645163,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-72A/still.jpg,https://srd.world/vision360/vision360.html?d=246-72A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
246-60A,M,EM,0.70,D,,,,VVS2,EX,EX,VG,N,N,6.35*4.24*2.80,6.35,4.24,2.80,GIA,5356622453,,2530.000,45.000,66.10,64.00,MED to STK,,,,NON,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 5356622453,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-60A/still.jpg,https://srd.world/vision360/vision360.html?d=246-60A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
243-6E,G,PB,0.50,L,,,,VS2,EX,EX,VG,N,N,6.93*4.44*2.75,6.93,4.44,2.75,GIA,1355214671,,639.000,46.750,62.00,60.00,STK to THK,,,Faceted,NONE,,,,,NONE,BT0,WT1,TO0,CO1,,GIA 1355214671,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/243-6E/still.jpg,https://srd.world/vision360/vision360.html?d=243-6E&s=0,,,EYE CLEAN YES,BROWN 2,,,,,,,,,,,,,,
220-290A,G,PB,0.31,J,,,,VVS1,EX,EX,VG,N,N,5.78*3.81*2.36,5.78,3.81,2.36,GIA,2346738422,,651.000,45.750,62.00,60.00,THN to VTK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 2346738422,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/220-290A/still.jpg,https://srd.world/vision360/vision360.html?d=220-290A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
225-146A,G,OV,0.69,K,,,,SI2,VG,EX,VG,F,N,6.97*4.78*3.03,6.97,4.78,3.03,GIA,1358016057,,678.000,43.500,63.50,59.00,THK to VTK,,,Faceted,NONE,,,,,NONE,BT1,WT1,TO0,CO1,,GIA 1358016057,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/225-146A/still.jpg,https://srd.world/vision360/vision360.html?d=225-146A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
211-228A,G,RBC,1.20,F,,,,SI2,VG,EX,EX,M,N,6.65*6.70*4.27,6.65,6.70,4.27,IGI,407973591,,2256.750,61.750,64.10,56.00,Medium To Slightly Thick (Faceted) ,,4.50,Faceted,Pointed,,17.00,38.10,42.50,NONE,BT2,WT2,TO0,CO2,40.40,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/211-228A/still.jpg,https://srd.world/vision360/vision360.html?d=211-228A&s=0,,,EYE CLEAN NO,NO BGM,,,,,,,,,,,,,,
246-12A,G,EM,1.00,G,,,,SI2,VG,EX,VG,F,N,7.47*4.58*2.94,7.47,4.58,2.94,GIA,5356518779,,1890.000,58.000,64.10,62.00,VTN to THK,,,,NON,,,,,NONE,BT1,WT2,TO0,CO0,,GIA 5356518779 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,NEW YORK,,,,https://srd.world/vision360/imaged/246-12A/still.jpg,https://srd.world/vision360/vision360.html?d=246-12A&s=0,,,MINOR,NO BGM,,,,,,,,,,,,NEW YORK,,
239-48A,G,OV,0.71,K,,,,SI1,EX,EX,VG,M,BLUE,6.92*4.91*3.16,6.92,4.91,3.16,GIA,1359528582,,900.000,43.750,64.40,59.00,STK to VTK,,,Faceted,NON,,,,,NONE,BT1,WT1,TO0,CO0,,GIA 1359528582 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/239-48A/still.jpg,https://srd.world/vision360/vision360.html?d=239-48A&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
243-21C,G,MQ,0.41,D,,,,IF,EX,EX,VG,N,N,7.29*4.00*2.35,7.29,4.00,2.35,GIA,5356203557,,1904.000,40.500,58.80,59.00,THK to VTK,,,Faceted,NON,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 5356203557 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/243-21C/still.jpg,https://srd.world/vision360/vision360.html?d=243-21C&s=0,,,SURE,NO BGM,,,,,,,,,,,,NEW YORK,,
241-1A,G,RBC,0.60,M,,,,SI1,EX,EX,EX,N,N,5.44*5.41*3.34,5.44,5.41,3.34,GIA,2356230246,,805.000,42.500,61.50,60.00,STK,,4.00,Faceted,NONE,,12.50,32.50,44.50,NONE,BT1,WT1,TO0,CO0,41.80,GIA 2356230246 ,"GIA Color Is:-O, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/241-1A/still.jpg,https://srd.world/vision360/vision360.html?d=241-1A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,50,80,,,
245-84A,G,RBC,1.00,I,,,,SI2,G,VG,VG,F,N,6.28*6.35*3.85,6.28,6.35,3.85,IGI,432029814,,1960.000,60.000,61.00,60.00,Thick To Very Thick (Faceted) ,,6.20,,Pointed,,13.50,33.90,41.00,NONE,BT1,WT1,TO1,CO1,39.60,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-84A/still.jpg,https://srd.world/vision360/vision360.html?d=245-84A&s=0,,,MINOR,NO BGM,,,,,,,,,,,,NEW YORK,,
239-108A,G,PR,1.20,J,,,,SI2,VG,EX,VG,F,N,5.85*5.68*4.27,5.85,5.68,4.27,GIA,7353288185,,1648.000,48.500,75.20,71.00,STK to VTK,,,,NON,,,,,NONE,BT2,WT2,TO1,CO0,,GIA 7353288185 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,NEW YORK,,,,https://srd.world/vision360/imaged/239-108A/still.jpg,https://srd.world/vision360/vision360.html?d=239-108A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
SD-07209,M,RBC,1.50,G,,,,SI2,EX,EX,VG,N,,7.23*7.30*4.59,7.23,7.30,4.59,IGI,436048421,,3500.000,50.000,63.10,56.00,Medium To Slightly Thick (Faceted) ,,,0,0,,16.50,36.50,43.50,NONE,BT1,WT1,TO2,CO1,40.90,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/SD-07209/still.jpg,https://srd.world/vision360/vision360.html?d=SD-07209&s=0,,,MEDIUM,NO BGM,,,,,,,,,,0,0,,,
246-177A,M,RBC,0.40,F,,,,SI2,EX,EX,EX,F,N,4.72*4.70*2.94,4.72,4.70,2.94,GIA,3355631796,,1152.000,36.000,62.40,55.00,MED to STK,,3.50,Faceted,NON,,15.50,35.00,43.00,NONE,NV,WT1,TO0,NV,41.00,GIA 3355631796,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/246-177A/still.jpg,https://srd.world/vision360/vision360.html?d=246-177A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
222-335A,G,MQ,0.30,F,,,,VVS1,EX,EX,VG,N,N,6.90*3.58*2.09,6.90,3.58,2.09,GIA,5346890483,,1304.350,31.350,58.40,56.00,MED to THK,,,Faceted,NONE,,,,,NONE,BT0,WT0,TO0,CO0,,GIA 5346890483,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/222-335A/still.jpg,https://srd.world/vision360/vision360.html?d=222-335A&s=0,,,EYE CLEAN YES,NO BGM,,,,,,,,,,,,,,
234-131A,G,RBC,0.70,M,,,,VS1,VG,VG,VG,N,N,5.83*5.82*3.39,5.83,5.82,3.39,GIA,7346643675,,892.500,57.500,58.10,65.00,MED to STK,,3.50,Faceted,NONE,,11.00,32.50,43.50,NONE,BT0,WT0,TO0,CO0,41.00,GIA 7346643675,"GIA Color Is:-Q, WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/Vision360/NoMedia/noimage.jpg,https://srd.world/vision360/NoMedia/novideo.pdf,,,EYE CLEAN YES,NO BGM,,,,,,,,,,60,80,,,
239-102A,G,PR,1.00,J,,,,SI2,VG,VG,VG,M,N,5.37*5.36*3.77,5.37,5.36,3.77,IGI,425073416,,1264.000,60.500,70.30,70.50,Medium To Slightly Thick,,3.40,,Pointed,,15.00,52.10,52.50,NONE,BT1,WT1,TO1,CO1,36.30,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/239-102A/still.jpg,https://srd.world/vision360/vision360.html?d=239-102A&s=0,,,MEDIUM,NO BGM,,,,,,,,,,,,NEW YORK,,
237-138A,G,RBC,0.31,E,,,,VVS2,EX,EX,EX,M,BLUE,4.41*4.39*2.67,4.41,4.39,2.67,GIA,6351622783,,1406.250,43.750,60.80,59.00,MED to STK,,3.50,Faceted,NON,,13.00,32.50,44.00,NONE,BT0,WT0,TO0,CO0,41.40,GIA 6351622783,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/237-138A/still.jpg,https://srd.world/vision360/vision360.html?d=237-138A&s=0,,,SURE,NO BGM,,,,,,,,,,45,75,NEW YORK,,
1219-12,G,RBC,1.01,H,,,,I2,VG,EX,VG,N,N,6.27*6.20*4.03,6.27,6.20,4.03,GIA,6342255926,,1974.000,6.000,64.60,56.00,,,,,,,17.50,,42.00,NONE,NV,WT1,TO0,CO0,,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/1219-12/still.jpg,https://srd.world/vision360/vision360.html?d=1219-12&s=0,,,MINOR,NO BGM,,,,,,,,,,,,,,
245-59A,G,RBC,1.00,I,,,,VS2,VG,EX,G,F,N,6.34*6.26*3.99,6.34,6.26,3.99,GIA,6355489483,,3117.100,48.900,63.40,56.00,THN to THK,,5.00,Faceted,NON,,15.00,34.00,43.50,NONE,BT1,WT2,TO1,CO2,41.20,GIA 6355489483 ,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/245-59A/still.jpg,https://srd.world/vision360/vision360.html?d=245-59A&s=0,,,SURE,NO BGM,,,,,,,,,,50,75,NEW YORK,,
227-44B,G,PR,1.00,I,,,,SI2,EX,VG,,N,N,5.56*5.41*3.97,5.56,5.41,3.97,IGI,407914623,,1187.500,68.750,73.40,71.50,Medium To Slightly Thick,,4.00,Faceted,Pointed,,10.00,43.50,60.00,NONE,BT1,WT1,TO0,CO0,39.80,,"WeChat:- srdgems,Whatsapp:-8401222840,7226802386 Skype:-SRD GEMS , (for Volume Adavntage call Us)",,INDIA,,MUMBAI,,,,https://srd.world/vision360/imaged/227-44B/still.jpg,https://srd.world/vision360/vision360.html?d=227-44B&s=0,,,EYE CLEAN NO,BROWN 1,,,,,,,,,,,,,,
